ID,Name,Available Sources,Data Type,Description,Match Sources,Status
DP_RMV_0060,Unique Consumers This Week,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_this_week
Redshift > business_entity_fi_summary > unique_consumers_this_week
Redshift > business_entity_summary > unique_consumers_this_week
Redshift > consumer_business_entity_summary > unique_consumers_this_week
Redshift > consumer_commercial_district_fi_summary > unique_consumers_this_week
Redshift > consumer_commercial_district_summary > unique_consumers_this_week
Redshift > commercial_district_fi_summary > unique_consumers_this_week
Redshift > category_0_commercial_district_fi_summary > unique_consumers_this_week
Redshift > fi_summary > unique_consumers_this_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_this_week
Redshift > raw_descriptor_fi_summary > unique_consumers_this_week",integer,Number of unique consumers in the current calendar week. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0061,Transaction Count Last Week,"Redshift > business_entity_commercial_district_fi_summary > count_last_week
Redshift > business_entity_fi_summary > count_last_week
Redshift > business_entity_summary > count_last_week
Redshift > consumer_business_entity_summary > count_last_week
Redshift > consumer_commercial_district_fi_summary > count_last_week
Redshift > consumer_commercial_district_summary > count_last_week
Redshift > commercial_district_fi_summary > count_last_week
Redshift > category_0_commercial_district_fi_summary > count_last_week
Redshift > consumer_summary > count_last_week
Redshift > fi_summary > count_last_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_last_week
Redshift > raw_descriptor_fi_summary > count_last_week",integer,Number of transactions in the previous calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0062,Total Spend Last Week,"Redshift > business_entity_commercial_district_fi_summary > total_spend_last_week
Redshift > business_entity_fi_summary > total_spend_last_week
Redshift > business_entity_summary > total_spend_last_week
Redshift > consumer_business_entity_summary > total_spend_last_week
Redshift > consumer_commercial_district_fi_summary > total_spend_last_week
Redshift > consumer_commercial_district_summary > total_spend_last_week
Redshift > commercial_district_fi_summary > total_spend_last_week
Redshift > category_0_commercial_district_fi_summary > total_spend_last_week
Redshift > consumer_summary > total_spend_last_week
Redshift > fi_summary > total_spend_last_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_last_week
Redshift > raw_descriptor_fi_summary > total_spend_last_week",decimal,Total spending in the previous calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0063,Average Spend Last Week,"Redshift > business_entity_commercial_district_fi_summary > average_spend_last_week
Redshift > business_entity_fi_summary > average_spend_last_week
Redshift > business_entity_summary > average_spend_last_week
Redshift > consumer_business_entity_summary > average_spend_last_week
Redshift > consumer_commercial_district_fi_summary > average_spend_last_week
Redshift > consumer_commercial_district_summary > average_spend_last_week
Redshift > commercial_district_fi_summary > average_spend_last_week
Redshift > category_0_commercial_district_fi_summary > average_spend_last_week
Redshift > consumer_summary > average_spend_last_week
Redshift > fi_summary > average_spend_last_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_last_week
Redshift > raw_descriptor_fi_summary > average_spend_last_week",decimal,Average spending per transaction in the previous calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0064,Unique Consumers Last Week,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_last_week
Redshift > business_entity_fi_summary > unique_consumers_last_week
Redshift > business_entity_summary > unique_consumers_last_week
Redshift > consumer_business_entity_summary > unique_consumers_last_week
Redshift > consumer_commercial_district_fi_summary > unique_consumers_last_week
Redshift > consumer_commercial_district_summary > unique_consumers_last_week
Redshift > commercial_district_fi_summary > unique_consumers_last_week
Redshift > category_0_commercial_district_fi_summary > unique_consumers_last_week
Redshift > fi_summary > unique_consumers_last_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_last_week
Redshift > raw_descriptor_fi_summary > unique_consumers_last_week",integer,Number of unique consumers in the previous calendar week. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0065,Business Entity Priority Percent CD Consumers,"Redshift > business_entity_fi_priority_score > percent_cd_consumers_active_from_fi_total_last_180_days
Redshift > business_entity_fi_priority_score_with_neighbors > percent_cd_consumers_active_from_fi_total_last_180_days",decimal,Percentage of commercial district consumers active from FI total over last 180 days. This priority scoring metric measures relative consumer activity for business entity prioritization. Available in both standard and with-neighbors priority scoring contexts.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0066,Business Entity Priority Percent Category Spend,"Redshift > business_entity_fi_priority_score > percent_category_0_spend_from_cd_total_last_180_days
Redshift > business_entity_fi_priority_score_with_neighbors > percent_category_0_spend_from_cd_total_last_180_days",decimal,Percentage of category 0 spend from commercial district total over last 180 days. This priority scoring metric measures category spending concentration for business entity prioritization. Available in both standard and with-neighbors priority scoring contexts.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0067,Business Entity Priority Percent Transaction Count,"Redshift > business_entity_fi_priority_score > percent_be_tx_count_from_cd_category_0_total_last_180_days
Redshift > business_entity_fi_priority_score_with_neighbors > percent_be_tx_count_from_cd_category_0_total_last_180_days",decimal,Percentage of business entity transaction count from commercial district category 0 total over last 180 days. This priority scoring metric measures transaction volume concentration for business entity prioritization. Available in both standard and with-neighbors priority scoring contexts.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0068,Business Entity Priority Raw Score,"Redshift > business_entity_fi_priority_score > raw_score
Redshift > business_entity_fi_priority_score_with_neighbors > raw_score",decimal,Raw priority score before normalization for business entities. This calculated metric combines multiple factors to create a composite priority score before scaling to 0-1 range. Available in both standard and with-neighbors priority scoring contexts.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0069,Business Entity Priority Normalized Score,"Redshift > business_entity_fi_priority_score > normalized_score
Redshift > business_entity_fi_priority_score_with_neighbors > normalized_score",decimal,Normalized priority score (0-1 scale) for business entities. This final calculated metric scales raw scores to enable consistent prioritization comparison across different FIs and time periods. Available in both standard and with-neighbors priority scoring contexts.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0070,Commercial District Relationship,Redshift > business_entity_fi_priority_score_with_neighbors > commercial_district_relationship,varchar,Relationship type between business entity and commercial district (member or neighbor). This metadata indicates whether the business entity is directly within the commercial district or a neighboring entity included for proximity analysis. Unique to with-neighbors priority scoring context.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0071,Offers Published Count,Redshift > business_entity_fi_summary > offers_published,integer,Number of offers published to consumers for this business entity. This campaign metric measures offer distribution volume and appears in business entity FI summary views for campaign analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0072,Offers Published Unique Consumers,Redshift > business_entity_fi_summary > offers_published_unique,integer,Number of unique consumers who saw offers for this business entity. This campaign metric measures offer reach and appears in business entity FI summary views for campaign effectiveness analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0073,Offers Activated Count,Redshift > business_entity_fi_summary > offers_activated,integer,Number of offers activated by consumers for this business entity. This campaign metric measures offer engagement and appears in business entity FI summary views for campaign performance analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0074,Offers Activated Unique Consumers,Redshift > business_entity_fi_summary > offers_activated_unique,integer,Number of unique consumers who activated offers for this business entity. This campaign metric measures activation reach and appears in business entity FI summary views for campaign engagement analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0075,Offers Redeemed Count,Redshift > business_entity_fi_summary > offers_redeemed,integer,Number of offers redeemed for this business entity. This campaign metric measures offer completion and appears in business entity FI summary views for campaign conversion analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0076,Offers Redeemed Unique Consumers,Redshift > business_entity_fi_summary > offers_redeemed_unique,integer,Number of unique consumers who redeemed offers for this business entity. This campaign metric measures redemption reach and appears in business entity FI summary views for campaign success analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0077,Entity Status,Redshift > business_entity_fi_summary > entity_status,varchar,Status of business entity within Plink system (Not Enrolled/Jump Start/VL Basic/Premium). This metadata categorizes entity engagement level and appears in business entity FI summary for relationship classification. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0078,Entity Featured Status,Redshift > business_entity_fi_summary > entity_featured,boolean,"Whether business entity is connected to a featured store (1 for featured, 0 for not featured). This metadata indicates promotion status and appears in business entity FI summary for marketing prioritization. Unique to business entity FI summary.","business_entity_id, fiid",Available in Redshift
DP_RMV_0079,Entity Service Area Status,Redshift > business_entity_fi_summary > in_service_area,boolean,Whether business entity is in the FI service area (part or neighbor of a commercial district). This geographic metadata appears in business entity FI summary for service area analysis. Unique to business entity FI summary.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0080,Consumer Priority Percent CD Spend,Redshift > consumer_business_entity_priority_score > percent_consumer_cd_spend_from_consumer_total_last_180_days,decimal,Percentage of consumer commercial district spend from consumer total over last 180 days. This consumer priority scoring metric measures district spending concentration for personalized recommendations. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0081,Consumer Priority Percent BE Spend,Redshift > consumer_business_entity_priority_score > percent_consumer_be_spend_from_consumer_cd_total_last_180_days,decimal,Percentage of consumer business entity spend from consumer commercial district total over last 180 days. This consumer priority scoring metric measures entity spending concentration for personalized recommendations. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0082,Consumer Priority Percent BE from CD FI,Redshift > consumer_business_entity_priority_score > percent_be_spend_from_cd_fi_total_last_180_days,decimal,Percentage of business entity spend from commercial district FI total over last 180 days. This consumer priority scoring metric measures entity popularity for personalized recommendations. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0083,Consumer BE Transaction Count,Redshift > consumer_business_entity_priority_score > consumer_be_tx_count_last_180_days,integer,Consumer business entity transaction count over last 180 days. This consumer priority metric measures transaction frequency for personalized recommendation scoring. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0084,Consumer Priority Raw Score,Redshift > consumer_business_entity_priority_score > raw_score,decimal,Raw priority score before normalization for consumer-business entity pairs. This calculated metric combines multiple consumer factors to create a composite priority score before scaling. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0085,Consumer Priority Normalized Score,Redshift > consumer_business_entity_priority_score > normalized_score,decimal,Normalized priority score (0-1 scale) for consumer-business entity pairs. This final calculated metric scales raw scores to enable consistent personalized recommendation ranking. Unique to consumer priority scoring.,"consumer_id, business_entity_id",Available in Redshift
DP_RMV_0086,Consumer Store Score,Redshift > consumer_store_score > score,decimal,Consumer affinity score for specific stores. This calculated metric measures consumer preference for individual stores and enables personalized store recommendations. Unique to store scoring.,"consumer_id, store_id",Available in Redshift & Main DB
DP_RMV_0087,Consumer Store Source,Redshift > consumer_store_score > source,varchar,Source type for consumer-store relationship (featured/engaged/opted-in/top-verified-local/relevant-cd/relevant-cd-neighbor). This metadata indicates how the consumer-store pairing was determined and appears in store scoring for recommendation strategy analysis. Unique to store scoring.,"consumer_id, store_id",Available in Redshift & Main DB
DP_RMV_0088,Total Consumers Enrolled,Redshift > fi_summary > total_consumers_enrolled,integer,Total number of consumers enrolled in purchase rewards for the FI. This enrollment metric appears in FI summary and measures overall FI customer base size. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0089,Available Merchants Count,Redshift > fi_summary > available_merchants_count,integer,Count of available verified local merchants within FI commercial districts. This merchant metric appears in FI summary and measures merchant network size available to FI customers. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0090,Offers Activated Available Merchants 30D,Redshift > fi_summary > offers_activated_available_merchants_30d,integer,Offer activations from available merchants in last 30 days. This campaign metric appears in FI summary and measures recent campaign engagement across the FI's merchant network. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0091,Offers Redeemed Available Merchants 30D,Redshift > fi_summary > offers_redeemed_available_merchants_30d,integer,Offer redemptions from available merchants in last 30 days. This campaign metric appears in FI summary and measures recent campaign conversion across the FI's merchant network. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0092,Active Merchants Count,Redshift > fi_summary > active_merchants_count,integer,"Count of active merchants (verified local, not internally registered) within FI commercial districts. This merchant metric appears in FI summary and measures actively participating merchant network size. Unique to FI-level aggregation.",fiid,Available in Redshift
DP_RMV_0093,Redemptions Amount 30D,Redshift > fi_summary > redemptions_amount_30d,decimal,Total redemption savings amount in last 30 days for the FI. This financial metric appears in FI summary and measures customer savings generated through the rewards program. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0094,Transaction Amount Redemptions 30D,Redshift > fi_summary > transaction_amount_redemptions_30d,decimal,Total transaction amount with redemptions in last 30 days for the FI. This financial metric appears in FI summary and measures spending volume that generated customer savings. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0095,Active Cardholders 30D,Redshift > fi_summary > active_cardholders_1tx_1oauth_30d,integer,Active cardholders with at least 1 transaction and 1 login in last 30 days. This activity metric appears in FI summary and measures engaged customer base size for the FI. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0096,Cardholders Covered 30D,Redshift > fi_summary > cardholders_covered_30d,integer,Cardholders with transactions in districts with active merchants in last 30 days. This coverage metric appears in FI summary and measures FI customer base with access to rewards. Unique to FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0097,Most Common Brand ID,Redshift > raw_descriptors > most_common_brand_id,varchar,Most frequently associated brand identifier for the raw descriptor. This metadata appears in raw descriptor analysis and indicates the predominant brand linked to the descriptor. Unique to raw descriptor analysis.,raw_descriptor,Available in Redshift
DP_RMV_0098,Descriptor Status,Redshift > raw_descriptors > status,varchar,Processing status of the raw descriptor (skipped/rejected/resolved/pending). This metadata appears in raw descriptor analysis and tracks the descriptor processing workflow state. Unique to raw descriptor analysis.,raw_descriptor,Available in Redshift
DP_RMV_0099,Commercial District Relationship,Redshift > business_entity_commercial_district_fi_summary > commercial_district_relationship,varchar,Relationship type between business entity and commercial district (member or neighbor). This metadata indicates whether the business entity is directly within the commercial district or a neighboring entity included for comprehensive analysis. Available in business entity + commercial district + FI aggregation.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0100,Consumer Count,Redshift > business_entity_commercial_district_fi_summary > consumer_count,integer,Number of unique consumers for the business entity + commercial district + FI combination. This metric measures distinct consumer reach at this specific aggregation level. Available only in business entity + commercial district + FI aggregation.,"business_entity_id, commercial_district_id, fiid",Available in Redshift
DP_RMV_0101,Offers Published Count,Redshift > business_entity_fi_summary > offers_published,integer,Number of offers published to consumers for this business entity. This campaign metric measures offer distribution volume and tracks marketing reach across the FI customer base. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0102,Offers Published Unique Consumers,Redshift > business_entity_fi_summary > offers_published_unique,integer,Number of unique consumers who saw offers for this business entity. This campaign metric measures offer reach diversity and tracks how many different customers received marketing offers. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0103,Offers Activated Count,Redshift > business_entity_fi_summary > offers_activated,integer,Number of offers activated by consumers for this business entity. This campaign metric measures customer engagement with offers and tracks conversion from offer presentation to activation. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0104,Offers Activated Unique Consumers,Redshift > business_entity_fi_summary > offers_activated_unique,integer,Number of unique consumers who activated offers for this business entity. This campaign metric measures activation reach diversity and tracks how many different customers engaged with offers. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0105,Offers Redeemed Count,Redshift > business_entity_fi_summary > offers_redeemed,integer,Number of offers redeemed for this business entity. This campaign metric measures final conversion success and tracks completed offer transactions that generated customer savings. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0106,Offers Redeemed Unique Consumers,Redshift > business_entity_fi_summary > offers_redeemed_unique,integer,Number of unique consumers who redeemed offers for this business entity. This campaign metric measures redemption reach diversity and tracks how many different customers completed offer transactions. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0107,Entity Status,Redshift > business_entity_fi_summary > entity_status,varchar,Status of business entity within Plink system (Not Enrolled/Jump Start/VL Basic/Premium). This metadata categorizes the merchant relationship level and indicates engagement tier with the platform. Available only in business entity + FI aggregation.,"business_entity_id, fiid",Available in Redshift
DP_RMV_0108,Entity Featured Status,Redshift > business_entity_fi_summary > entity_featured,boolean,"Whether business entity is connected to a featured store (1 for featured, NULL for not featured). This metadata indicates promotional status and marketing priority within the FI's merchant network. Available only in business entity + FI aggregation.","business_entity_id, fiid",Available in Redshift
DP_RMV_0109,Entity Service Area Status,Redshift > business_entity_fi_summary > in_service_area,boolean,"Whether business entity is in the FI service area (1 for in area, 0 for out of area). This geographic metadata indicates if the merchant operates within the FI's commercial district coverage. Available only in business entity + FI aggregation.","business_entity_id, fiid",Available in Redshift
DP_RMV_0110,Commercial District Eligibility Status,Redshift > commercial_district_fi_summary > eligible_2500account_1tx_1oauth_30d,boolean,"Whether commercial district is eligible based on having at least 2500 accounts with 1+ transaction and 1+ login in last 30 days (TRUE for eligible, FALSE for not eligible). This qualification metric determines district viability for program participation. Available only in commercial district + FI aggregation.","commercial_district_id, fiid",Available in Redshift
DP_RMV_0111,Commercial District Total Entities,Redshift > commercial_district_fi_summary > cd_total_entities,integer,Total number of business entities within the commercial district. This metric measures the complete merchant network size in the district regardless of verification or activity status. Available only in commercial district + FI aggregation.,"commercial_district_id, fiid",Available in Redshift
DP_RMV_0112,Commercial District Local Entities,Redshift > commercial_district_fi_summary > cd_local_entities,integer,Total number of verified local business entities within the commercial district. This metric measures the qualified local merchant network size available for customer rewards programs. Available only in commercial district + FI aggregation.,"commercial_district_id, fiid",Available in Redshift
DP_RMV_0113,Business Entity Transaction Count 30D,Redshift > commercial_district_fi_summary > be_tx_count_30d,integer,Number of business entities in the commercial district that had transactions in the last 30 days. This activity metric measures recent merchant participation and engagement within the district. Available only in commercial district + FI aggregation.,"commercial_district_id, fiid",Available in Redshift
DP_RMV_0114,Consumer Count 30D,Redshift > commercial_district_fi_summary > consumer_count_30d,integer,Number of consumers who transacted in the commercial district in the last 30 days. This activity metric measures recent customer engagement and district utilization. Available only in commercial district + FI aggregation.,"commercial_district_id, fiid",Available in Redshift
DP_RMV_0115,Total Consumers Enrolled,Redshift > fi_summary > total_consumers_enrolled,integer,Total number of consumers enrolled in purchase rewards program for the FI. This enrollment metric measures the FI's overall customer base size participating in the rewards program. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0116,Available Merchants Count,Redshift > fi_summary > available_merchants_count,integer,Count of available verified local merchants within FI commercial districts. This merchant network metric measures the total merchant inventory available to FI customers for earning rewards. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0117,Offers Activated Available Merchants 30D,Redshift > fi_summary > offers_activated_available_merchants_30d,integer,Number of offer activations from available merchants in last 30 days. This campaign performance metric measures recent customer engagement with the available merchant network. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0118,Offers Redeemed Available Merchants 30D,Redshift > fi_summary > offers_redeemed_available_merchants_30d,integer,Number of offer redemptions from available merchants in last 30 days. This campaign conversion metric measures recent customer transaction completion with the available merchant network. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0119,Active Merchants Count,Redshift > fi_summary > active_merchants_count,integer,"Count of active merchants (verified local, not internally registered) within FI commercial districts. This merchant activity metric measures the engaged merchant network size currently participating in customer transactions. Available only in FI-level aggregation.",fiid,Available in Redshift
DP_RMV_0120,Redemptions Amount 30D,Redshift > fi_summary > redemptions_amount_30d,decimal,Total dollar amount of customer savings from redemptions in last 30 days for the FI. This financial benefit metric measures the monetary value delivered to customers through the rewards program. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0121,Transaction Amount Redemptions 30D,Redshift > fi_summary > transaction_amount_redemptions_30d,decimal,Total transaction amount that generated customer redemptions in last 30 days for the FI. This financial activity metric measures spending volume that triggered customer savings. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0122,Active Cardholders 30D,Redshift > fi_summary > active_cardholders_1tx_1oauth_30d,integer,Number of cardholders with at least 1 transaction and 1 login in last 30 days. This engagement metric measures the active customer base size that is both transacting and digitally engaged with the platform. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0123,Cardholders Covered 30D,Redshift > fi_summary > cardholders_covered_30d,integer,Number of cardholders with transactions in districts with active merchants in last 30 days. This coverage metric measures the FI customer base that has access to earn rewards through available merchant network. Available only in FI-level aggregation.,fiid,Available in Redshift
DP_RMV_0124,Unique Account Count (All Time),Redshift > oath_summary_by_id > unique_account_IDs,integer,Distinct count of bank accounts linked across all time.,fiid,Available in Redshift
DP_RMV_0125,Unique OAuth Sessions (All Time),Redshift > oath_summary_by_id > unique_oauth_sessions,integer,Total number of OAuth sessions across all time.,fiid,Available in Redshift
DP_RMV_0126,Unique OAuth Sessions (Last 7 Days),Redshift > oath_summary_by_id > unique_oauth_sessions_last_7_days,integer,OAuth sessions occurring in the last 7 days.,fiid,Available in Redshift
DP_RMV_0127,Unique Account Count (Last 7 Days),Redshift > oath_summary_by_id > unique_account_IDs_last_7_days,integer,Distinct linked accounts observed in the last 7 days.,fiid,Available in Redshift
DP_RMV_0128,Offer Activations (L30d),Redshift > sales_management > offer_activ_last_30_days,integer,Offer activations in the last 30 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0129,Offer Activations (L30–60d),Redshift > sales_management > offer_activ_last_30_to_60_days,integer,Offer activations from 30–60 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0130,Offer Activations (L60–90d),Redshift > sales_management > offer_activ_last_60_to_90_days,integer,Offer activations from 60–90 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0131,Offer Redemptions (All-time),Redshift > sales_management > offer_redemp_all_time,integer,Offer redemptions for all time for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0132,Offer Redemptions (L30d),Redshift > sales_management > offer_redemp_last_30_days,integer,Offer redemptions in the last 30 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0133,Offer Redemptions (L30–60d),Redshift > sales_management > offer_redemp_last_30_to_60_days,integer,Offer redemptions from 30–60 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0134,Offer Redemptions (L60–90d),Redshift > sales_management > offer_redemp_last_60_to_90_days,integer,Offer redemptions from 60–90 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0135,Offers Published (L30d),Redshift > sales_management > offers_pub_last_30_days,integer,Offers published in the last 30 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0136,Offers Published (L30–60d),Redshift > sales_management > offers_pub_last_30_to_60_days,integer,Offers published from 30–60 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0137,Offers Published (L60–90d),Redshift > sales_management > offers_pub_last_60_to_90_days,integer,Offers published from 60–90 days ago for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0138,Redeemers Unique (L90d),Redshift > sales_management > offer_redemp_count_unique_customers_90_days,integer,Unique consumers who redeemed offers in the last 90 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0139,Activators Unique (L90d),Redshift > sales_management > offer_activ_count_unique_customers_90_days,integer,Unique consumers who activated offers in the last 90 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0140,Viewers Unique (L90d),Redshift > sales_management > offers_pub_count_unique_customers_90_days,integer,Unique consumers who viewed offers in the last 90 days for a store/business.,"business_id, store_id",Available in Redshift
DP_RMV_0141,,,,,,
DP_RMV_0142,,,,,,
DP_RMV_0143,,,,,,
DP_RMV_0144,,,,,,
DP_RMV_0145,,,,,,
DP_RMV_0146,,,,,,
DP_RMV_0147,,,,,,
DP_RMV_0148,,,,,,
DP_RMV_0149,,,,,,
DP_RMV_0150,,,,,,
DP_RMV_0151,,,,,,
DP_RMV_0152,,,,,,
DP_RMV_0153,,,,,,
DP_RMV_0154,,,,,,
DP_RMV_0155,,,,,,
DP_RMV_0156,,,,,,
DP_RMV_0157,,,,,,
DP_RMV_0158,,,,,,
DP_RMV_0159,,,,,,
DP_RMV_0160,,,,,,
DP_RMV_0161,,,,,,
DP_RMV_0162,,,,,,
DP_RMV_0163,,,,,,
DP_RMV_0164,,,,,,
DP_RMV_0165,,,,,,
DP_RMV_0166,,,,,,
DP_RMV_0167,,,,,,
DP_RMV_0168,,,,,,
DP_RMV_0169,,,,,,
DP_RMV_0170,,,,,,
DP_RMV_0171,,,,,,
DP_RMV_0172,,,,,,
DP_RMV_0173,,,,,,
DP_RMV_0174,,,,,,
DP_RMV_0175,,,,,,
DP_RMV_0176,,,,,,
DP_RMV_0177,,,,,,
DP_RMV_0178,,,,,,
DP_RMV_0179,,,,,,
DP_RMV_0180,,,,,,
DP_RMV_0181,,,,,,
DP_RMV_0182,,,,,,
DP_RMV_0183,,,,,,
DP_RMV_0184,,,,,,
DP_RMV_0185,,,,,,
DP_RMV_0186,,,,,,
DP_RMV_0187,,,,,,
DP_RMV_0188,,,,,,
DP_RMV_0189,,,,,,
DP_RMV_0190,,,,,,
DP_RMV_0191,,,,,,
DP_RMV_0192,,,,,,
DP_RMV_0193,,,,,,
DP_RMV_0194,,,,,,
DP_RMV_0195,,,,,,
DP_RMV_0196,,,,,,
DP_RMV_0197,,,,,,
DP_RMV_0198,,,,,,
DP_RMV_0199,,,,,,
DP_RMV_0200,,,,,,
DP_RMV_0201,,,,,,
DP_RMV_0202,,,,,,
DP_RMV_0203,,,,,,
DP_RMV_0204,,,,,,
DP_RMV_0205,,,,,,
DP_RMV_0206,,,,,,
DP_RMV_0207,,,,,,
DP_RMV_0208,,,,,,
DP_RMV_0209,,,,,,
DP_RMV_0210,,,,,,
DP_RMV_0211,,,,,,
DP_RMV_0212,,,,,,
DP_RMV_0213,,,,,,
DP_RMV_0214,,,,,,
DP_RMV_0215,,,,,,
DP_RMV_0216,,,,,,
DP_RMV_0217,,,,,,
DP_RMV_0218,,,,,,
DP_RMV_0219,,,,,,
DP_RMV_0220,,,,,,
DP_RMV_0221,,,,,,
DP_RMV_0222,,,,,,
DP_RMV_0223,,,,,,
DP_RMV_0224,,,,,,
DP_RMV_0225,,,,,,
DP_RMV_0226,,,,,,
DP_RMV_0227,,,,,,
DP_RMV_0228,,,,,,
DP_RMV_0229,,,,,,
DP_RMV_0230,,,,,,
DP_RMV_0231,,,,,,
DP_RMV_0232,,,,,,
DP_RMV_0233,,,,,,
DP_RMV_0234,,,,,,
DP_RMV_0235,,,,,,
DP_RMV_0236,,,,,,
DP_RMV_0237,,,,,,
DP_RMV_0238,,,,,,
DP_RMV_0239,,,,,,
DP_RMV_0240,,,,,,
DP_RMV_0241,,,,,,
DP_RMV_0242,,,,,,
DP_RMV_0243,,,,,,
DP_RMV_0244,,,,,,
DP_RMV_0245,,,,,,
DP_RMV_0246,,,,,,
DP_RMV_0247,,,,,,
DP_RMV_0248,,,,,,
DP_RMV_0249,,,,,,
DP_RMV_0250,,,,,,
DP_RMV_0251,,,,,,
DP_RMV_0252,,,,,,
DP_RMV_0253,,,,,,
DP_RMV_0254,,,,,,
